,车牌号,车牌颜色,车辆种类,是否为运政车辆,辖区省,辖区市,辖区县,辖区镇,业户代码,业户名称,运营商代码,运营商名称,设备编码,终端类型,首次上传时间,最近定位时间,最近经度,最近纬度,GPS安装情况,是否上传GPS数据,年审日期,状态
1924,粤G50181,黄色,重型货车,是,广东,湛江,开发区,东简,G1047913,叶冬霞,1443364873,湛江市普耐德电子科技有限公司,10005,JT808,2018/1/24 15:43:12,2018-11-02 21:11:06,110.3486,21.0311,已安装符合部标,是,2018-01-26,营运
1925,粤G98160,黄色,,否,广东,湛江,城区,,,,1443364866,广东恒慧信息科技有限公司,10383,北斗,2017/10/11 11:55:00,2018-11-02 21:11:18,110.2698,20.3727,已安装符合部标+北斗,是,,
1926,粤GR6938,黄色,重型货车,是,广东,湛江,遂溪,遂城,G6007834,遂溪县联兴运输有限公司,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2011/7/20 0:00:00,2018-11-01 20:11:35,110.2194,21.3391,已安装符合部标+北斗,是,2018-09-21,营运
1927,粤GM6677,黄色,客运班车,是,广东,湛江,雷州,,G2000001,广东省湛江汽车运输集团有限公司五0五车队,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2017/8/15 11:19:36,2018-11-02 21:06:55,110.0564,20.9542,已安装符合部标+北斗,是,2018-07-23,营运
1928,粤G58959,黄色,重型货车,是,广东,湛江,麻章,太平,G1037073,李太财,1443364866,广东恒慧信息科技有限公司,10383,北斗,2012/4/18 0:00:00,2018-11-02 21:10:23,110.1681,21.0856,已安装符合部标+北斗,是,2018-09-27,营运
1929,粤G58956,黄色,重型货车,是,广东,湛江,霞山,,G1034429,湛江伟联运输有限公司,1443364877,广东北斗平台科技有限公司湛江分公司,10379,北斗,2017/4/13 0:00:00,2018-11-02 21:10:01,110.4559,21.0234,已安装符合部标+北斗,是,2018-06-12,营运
1930,粤GM6672,黄色,客运班车,是,广东,湛江,雷州,,G2000002,雷州市粤通运输有限责任公司,1443364870,湛江半岛北斗天云卫星定位系统有限公司,10877,北斗,2011/7/29 0:00:00,2018-11-02 19:33:40,110.0577,20.9211,已安装符合部标+北斗,是,2018-01-12,营运
1931,粤G57623,黄色,重型货车,是,广东,湛江,霞山,,G1029038,湛江市霞山永华集装箱货运有限公司,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2016/8/29 0:00:00,2018-11-02 21:11:44,110.3879,21.1582,已安装符合部标+北斗,是,2018-03-26,营运
1932,粤G58955,黄色,重型货车,是,广东,湛江,开发区,东山,G1060235,吴唐忠,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2017/8/9 7:49:31,2018-11-02 17:40:50,110.4666,21.0414,已安装符合部标+北斗,是,2018-09-21,营运
1933,粤G58952,黄色,重型货车,是,广东,湛江,麻章,麻章,G1034992,陈秋文,1443364873,湛江市普耐德电子科技有限公司,10005,JT808,2017/8/13 8:29:52,2018-11-02 21:11:54,110.2871,21.243,已安装符合部标,是,2018-03-22,营运
1934,粤G58953,黄色,重型货车,是,广东,湛江,麻章,湖光,G1045985,蔡成建,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2017/4/12 0:00:00,2018-11-02 21:12:02,110.2727,21.5721,已安装符合部标+北斗,是,2018-03-29,营运
1935,粤G58950,黄色,重型货车,是,广东,湛江,坡头,坡头,G1048301,许晋有,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2010/6/24 0:00:00,2018-11-02 21:12:08,110.5123,21.2584,已安装符合部标+北斗,是,2018-10-18,营运
1936,粤GGZ230,蓝色,出租客运,是,广东,湛江,廉江,,G3000022,廉江市江城小汽车服务公司,1443364866,广东恒慧信息科技有限公司,10467,北斗,2017/9/16 9:30:30,2018-11-02 21:01:32,113.8401,22.9085,已安装符合部标+北斗,是,2017-12-22,营运
1937,粤G44319,黄色,危险货运,是,广东,湛江,霞山,,G1004682,湛江市恒远运输有限公司,1443364870,湛江半岛北斗天云卫星定位系统有限公司,10413,北斗,2010/3/22 0:00:00,2018-11-02 21:09:25,116.5449,23.6396,已安装符合部标+北斗,是,2018-08-29,营运
1938,粤G45648,黄色,重型货车,是,广东,湛江,麻章,湖光,G1059763,王华明,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2018/7/27 17:23:44,2018-11-02 21:11:57,110.2912,21.1631,已安装符合部标+北斗,是,2018-07-30,营运
1939,粤G46981,黄色,重型货车,是,广东,湛江,霞山,,G1059749,林景光,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2011/4/7 0:00:00,2018-11-02 21:00:16,110.386,21.1897,已安装符合部标+北斗,是,2018-07-31,营运
1940,粤G56305,黄色,重型货车,是,广东,湛江,霞山,,G1046895,林晓婷,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2015/12/2 0:00:00,2018-11-02 17:13:12,110.3628,21.2467,已安装符合部标+北斗,是,2018-05-04,营运
1941,粤G58967,黄色,重型货车,是,广东,湛江,霞山,,G1048235,黄华艳,1443364880,湛江博佳电子科技有限公司,10765,北斗,2017/4/20 0:00:00,2018-11-02 21:12:32,110.4055,21.1804,已安装符合部标+北斗,是,2018-07-27,营运
1942,粤G56307,黄色,旅游包车,是,广东,湛江,坡头,,G1046596,湛江市中电绿源新能源汽车运营有限公司,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2016/12/21 0:00:00,2018-11-02 21:11:28,110.3264,21.0743,已安装符合部标+北斗,是,2018-07-26,待营运
1943,粤G56307,其它,,否,广东,湛江,,,,,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,,,0,0,未安装,否,,
1944,粤G58968,黄色,重型货车,是,广东,湛江,麻章,麻章,G1048399,谢文成,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2012/9/28 0:00:00,2018-11-02 21:11:48,110.3319,21.2468,已安装符合部标+北斗,是,2018-08-14,营运
1945,粤G58965,黄色,重型货车,是,广东,湛江,霞山,,G1031565,湛江市霞山铁达货运代理有限公司,1443364873,湛江市普耐德电子科技有限公司,10005,JT808,2017/5/2 0:00:00,2018-11-02 21:12:23,110.392,21.1742,已安装符合部标,是,2018-05-07,营运
1946,粤G56302,黄色,重型货车,是,广东,湛江,霞山,,G1047416,湛江市源利国际货运代理有限公司,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2015/12/18 0:00:00,2018-11-02 21:12:50,110.3793,21.1976,已安装符合部标+北斗,是,2018-07-30,营运
1947,粤G56302,蓝色,出租客运,是,广东,湛江,城区,,G1025836,湛江市东海岛工交发展总公司龙海天旅游汽车出租中心,,,,未知,,2011/5/5 16:00:38,0,0,其他,是,2015-01-27,报废
1948,粤G02078F,黄绿双拼色,公交客运,是,广东,湛江,开发区,,G1047375,湛江开发区公共交通有限公司,,,,未知,,,0,0,未安装,否,2018-06-22,营运
1949,粤G02078F,黄色,公交客运,否,广东,湛江,,,,,1443364869,湛江丽普盾高新科技有限公司,10765,北斗,2018/6/20 16:41:37,2018-11-02 21:06:47,110.4144,21.1934,已安装符合部标+北斗,是,,
1950,粤G57633,黄色,重型货车,是,广东,湛江,霞山,,G1037337,湛江市泓运物流有限公司,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2010/3/25 0:00:00,2018-11-02 20:19:19,110.3522,21.16,已安装符合部标+北斗,是,2018-03-12,营运
1951,粤GR9198,黄色,重型货车,是,广东,湛江,遂溪,黄略,G6006102,王德伟,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2015/3/25 0:00:00,2018-11-02 21:11:56,110.299,21.319,已安装符合部标+北斗,是,2018-08-07,营运
1952,粤GR9198,蓝色,普通货运,是,广东,湛江,遂溪,遂城,G6009708,戚环,,,,未知,,,0,0,未安装,否,2018-08-15,营运
1953,粤GR9198,蓝色,普通货运,是,广东,湛江,遂溪,遂城,G6009708,戚环,,,,未知,,2012/7/19 9:00:56,0,0,其他,是,2015-08-17,注销
1954,粤GR9196,黄色,重型货车,是,广东,湛江,遂溪,黄略,G6006102,王德伟,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2015/3/18 0:00:00,2018-11-02 21:12:07,110.2988,21.3192,已安装符合部标+北斗,是,2018-06-07,营运
1955,粤G46989,黄色,重型货车,是,广东,湛江,霞山,,G1059753,林景山,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2011/4/7 0:00:00,2018-11-02 21:03:34,110.3872,21.1751,已安装符合部标+北斗,是,2018-07-30,营运
1956,粤G46989,蓝色,普通货运,是,广东,湛江,坡头,南三,G1026001,黄土文,2248671233,,5642,DB44,,2012/9/25 10:55:30,0,0,已安装符合DB44,是,2005-04-11,注销
1957,粤G58936,黄色,重型货车,是,广东,湛江,麻章,太平,G1048380,湛江市麻章区合运物流有限公司,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2010/5/7 0:00:00,2018-11-02 21:13:04,110.5379,21.3578,已安装符合部标+北斗,是,2017-06-06,营运
1958,粤G58937,黄色,重型货车,是,广东,湛江,麻章,麻章,G1046256,肖胜强,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2017/4/10 12:30:07,2018-11-02 21:13:21,111.8225,21.7008,已安装符合部标+北斗,是,2018-07-11,营运
1959,粤GF9899,黄色,重型货车,是,广东,湛江,霞山,,G1039051,湛江泰阳运输有限公司,1443364873,湛江市普耐德电子科技有限公司,10005,JT808,2018/1/2 17:56:14,2018-11-02 21:13:00,110.3857,21.1773,已安装符合部标,是,2018-09-18,营运
1960,粤GR6919,黄色,重型货车,是,广东,湛江,遂溪,黄略,G6012176,肖玉明,1443364875,广州航德信息科技有限公司,10476,北斗,2010/4/13 0:00:00,2018-11-02 21:13:16,109.7194,21.7021,已安装符合部标+北斗,是,2018-09-11,营运
1961,粤G58933,黄色,重型货车,是,广东,湛江,霞山,,G1039051,湛江泰阳运输有限公司,1443364873,湛江市普耐德电子科技有限公司,10005,JT808,2017/4/20 0:00:00,2018-11-02 21:13:26,110.3866,21.1797,已安装符合部标,是,2018-03-30,营运
1962,粤GF9897,黄色,,否,广东,湛江,,,,,1443364875,广州航德信息科技有限公司,10476,北斗,2018/3/13 10:54:56,2018-11-02 21:12:21,110.0575,20.9218,已安装符合部标+北斗,是,,
1963,粤G58930,黄色,重型货车,是,广东,湛江,霞山,,G1034429,湛江伟联运输有限公司,1443364877,广东北斗平台科技有限公司湛江分公司,10379,北斗,2017/4/13 0:00:00,2018-11-02 21:12:09,110.3547,21.1585,已安装符合部标+北斗,是,2018-11-01,营运
1964,粤GF9898,黄色,重型货车,是,广东,湛江,霞山,,G1039051,湛江泰阳运输有限公司,1443364873,湛江市普耐德电子科技有限公司,10005,JT808,2017/12/27 11:52:06,2018-11-02 21:12:45,110.3866,21.1796,已安装符合部标,是,2018-08-24,营运
1965,粤GR9187,黄色,,否,广东,湛江,,,,,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2018/3/21 13:35:40,2018-11-02 21:13:01,109.8078,21.1212,已安装符合部标+北斗,是,,
1966,粤GR9187,黄色,重型货车,是,广东,湛江,遂溪,黄略,G6011736,苏若来,1443364871,湛江市新科特电子科技有限公司,10730,北斗,2016/8/22 7:42:22,2018-11-02 21:13:01,109.8078,21.1212,已安装符合部标+北斗,是,2015-06-29,注销
1967,粤GR9183,黄色,重型货车,是,广东,湛江,遂溪,遂城,G6000854,遂溪县恒大运输有限公司,1443364869,湛江丽普盾高新科技有限公司,10765,北斗,2015/3/20 0:00:00,2018-11-02 21:13:50,110.0705,21.1516,已安装符合部标+北斗,是,2018-03-07,营运
1968,粤G45627,黄色,重型货车,是,广东,湛江,雷州,,G2028894,李福龙,1443364866,广东恒慧信息科技有限公司,10476,北斗,2018/9/3 15:36:37,2018-11-02 21:13:41,110.4131,21.1939,已安装符合部标+北斗,是,2018-09-04,营运
1969,粤GR6903,黄色,重型货车,是,广东,湛江,遂溪,遂城,G6012043,黄英杰,1443364875,广州航德信息科技有限公司,10476,北斗,2017/7/26 11:38:49,2018-11-02 21:14:01,110.233,21.5399,已安装符合部标+北斗,是,2018-06-27,营运
1970,粤GR9180,黄色,重型货车,是,广东,湛江,遂溪,遂城,G6000854,遂溪县恒大运输有限公司,1443364869,湛江丽普盾高新科技有限公司,10765,北斗,2015/3/20 0:00:00,2018-11-02 21:06:47,110.0705,21.1516,已安装符合部标+北斗,是,2018-10-19,营运
1971,粤G57617,黄色,重型货车,是,广东,湛江,霞山,,G1031565,湛江市霞山铁达货运代理有限公司,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2016/8/24 0:00:00,2018-11-02 21:14:23,110.2476,21.4021,已安装符合部标+北斗,是,2018-07-20,营运
1972,粤G58941,黄色,重型货车,是,广东,湛江,麻章,麻章,G1030174,湛江市华泰物流有限公司,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2017/6/6 0:00:00,2018-11-02 21:09:09,109.5369,19.5015,已安装符合部标+北斗,是,2018-01-23,营运
1973,粤G57610,黄色,重型货车,是,广东,湛江,麻章,麻章,G1029414,郑水如,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2017/7/27 6:40:29,2018-11-02 21:13:28,110.3217,21.2938,已安装符合部标+北斗,是,2018-10-31,营运
1974,粤GR9173,黄色,重型货车,是,广东,湛江,遂溪,黄略,G6004387,遂溪县和通实业有限公司,1443364877,广东北斗平台科技有限公司湛江分公司,10379,北斗,2012/11/22 0:00:00,2018-11-02 21:12:57,110.3504,21.3646,已安装符合部标+北斗,是,2018-03-23,营运
1975,粤GR9171,黄色,重型货车,是,广东,湛江,遂溪,黄略,G6011481,李德明,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2015/3/9 0:00:00,2018-11-02 21:13:52,109.9782,21.3297,已安装符合部标+北斗,是,2018-02-24,营运
1976,粤G45639,黄色,普通货运,是,广东,湛江,霞山,,G1037510,蔡华超,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2018/8/10 9:29:47,2018-11-02 21:13:53,110.0754,21.4261,已安装符合部标+北斗,是,2011-03-01,过户
1977,粤G45639,黄色,重型货车,是,广东,湛江,遂溪,洋青,G6024379,卜卡,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2015/12/3 0:00:00,2018-11-02 21:13:53,110.0754,21.4261,已安装符合部标+北斗,是,2018-08-10,营运
1978,粤G45639,蓝色,普通货运,是,广东,湛江,霞山,,G1042122,黄康智,,,,未知,,2011/5/5 16:00:38,0,0,其他,是,2016-09-28,注销
1979,粤GR9170,黄色,重型货车,是,广东,湛江,遂溪,遂城,G6008225,卢梅,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2017/8/13 2:00:53,2018-11-02 21:11:54,113.2109,21.9684,已安装符合部标+北斗,是,2017-09-15,营运
1980,粤G45638,黄色,重型货车,是,广东,湛江,霞山,,G1005300,湛江市霞山区金豪货运有限公司,1443364872,湛江粤嘉电子科技有限公司,10765,北斗,2010/9/6 0:00:00,2018-11-02 10:27:32,110.5226,21.0527,已安装符合部标+北斗,是,2017-12-04,营运
1981,粤G44307,黄色,客运班车,是,广东,湛江,赤坎,,A1087667,湛江粤达汽车客运有限公司,1443364872,湛江粤嘉电子科技有限公司,10765,北斗,2010/4/7 0:00:00,2018/10/30 5:05:41,110.2388,21.3604,已安装符合部标+北斗,是,2018-07-16,营运
1982,粤G44302,黄色,重型货车,是,广东,湛江,霞山,,G1034378,陈炯,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2010/3/5 0:00:00,2018-11-02 21:15:16,110.4286,21.387,已安装符合部标+北斗,是,2018-02-24,营运
1983,粤G44302,蓝色,,否,广东,湛江,,,,,1443233836,佛山市顺德区绿盾防盗器材设备有限公司,10006,JT808,,,0,0,未安装,否,,
1984,粤G45631,黄色,重型货车,是,广东,湛江,霞山,,G1060189,蔡卓如,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2018/9/7 16:46:10,2018-11-02 21:15:02,110.2637,21.4051,已安装符合部标+北斗,是,2018-09-11,营运
1985,粤G45685,黄色,重型货车,是,广东,湛江,霞山,,G1060136,黄冬梅,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2014/5/12 0:00:00,2018-11-02 21:15:02,110.3426,21.2112,已安装符合部标+北斗,是,2018-09-04,营运
1986,粤GW3329,黄色,客运班车,是,广东,湛江,吴川,梅菉,G4000002,吴川市联通汽车运输有限公司,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2014/6/11 0:00:00,2018-11-02 18:59:53,110.7743,21.4364,已安装符合部标+北斗,是,2018-09-21,营运
1987,粤G43021,黄色,重型货车,是,广东,湛江,廉江,,G3363517,孔境帮,1443364866,广东恒慧信息科技有限公司,10476,北斗,2018/7/9 10:59:12,2018-11-02 21:15:05,110.2277,21.3466,已安装符合部标+北斗,是,2018-07-09,营运
1988,粤G45680,黄色,客运班车,是,广东,湛江,霞山,,A1080776,湛江市京通运输有限公司,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2017/8/15 11:35:53,2018-11-02 21:14:30,110.3795,21.2237,已安装符合部标+北斗,是,2018-10-31,营运
1989,粤G45680,蓝色,普通货运,是,广东,湛江,赤坎,,G1011966,叶菜花,0,,0,未知,,2012/10/10 9:49:05,0,0,其他,是,2016-09-23,注销
1990,粤G55007,黄色,危险货运,是,广东,湛江,霞山,,G1040566,湛江市得润贸易有限公司,1443364866,广东恒慧信息科技有限公司,10383,北斗,2014/12/15 0:00:00,2018-11-02 19:13:59,110.2702,21.3093,已安装符合部标+北斗,是,2018-08-06,营运
1991,粤G55007,蓝色,普通货运,是,广东,湛江,赤坎,,G1028172,叶云,,,,未知,,2011/5/5 16:00:38,0,0,其他,是,2011-07-20,注销
1992,粤G57668,黄色,,否,广东,湛江,,,,,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,,2018-11-02 21:14:40,111.9502,21.907,已安装符合部标+北斗,是,,
1993,粤G57668,黄色,重型货车,是,广东,湛江,麻章,麻章,G1039823,梁日光,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,,2018-11-02 21:14:40,111.9502,21.907,已安装符合部标+北斗,是,2016-11-18,注销
1994,粤G58997,黄色,重型货车,是,广东,湛江,霞山,,G1031565,湛江市霞山铁达货运代理有限公司,1443364873,湛江市普耐德电子科技有限公司,10005,JT808,2017/5/2 0:00:00,2018-11-02 17:56:55,110.3922,21.1745,已安装符合部标,是,2018-07-18,营运
1995,粤GR9166,黄色,重型货车,是,广东,湛江,遂溪,遂城,G6011364,遂溪县广源物流有限公司,1443364875,广州航德信息科技有限公司,10476,北斗,2017/4/29 17:34:37,2018-11-02 21:15:43,109.7705,21.6124,已安装符合部标+北斗,是,2018-07-12,营运
1996,粤G58992,黄色,重型货车,是,广东,湛江,霞山,,G1036090,湛江市国胜物流有限公司,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2010/2/5 0:00:00,2018-11-02 16:30:15,110.1554,20.0248,已安装符合部标+北斗,是,2018-02-06,营运
1997,粤G58993,黄色,重型货车,是,广东,湛江,霞山,,G1043762,湛江市中杰物流有限公司,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2012/3/30 0:00:00,2018-11-02 21:16:00,110.3955,21.2307,已安装符合部标+北斗,是,2018-03-12,营运
